city,date,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,humidity,dist_road_km,dist_industry_km,dist_farmland_km,season,pollution_source
Ahmedabad,2020-12-30,4,607.49,0.0,13.88,97.28,17.88,49.41,58.4,11.53,70.78576724799419,4.7945646269759,5.974335021163483,4.521192223187578,1,Natural
Ahmedabad,2020-12-31,5,527.38,0.0,11.31,105.86,17.64,56.5,66.35,10.01,66.70754699669274,3.151565253705226,7.792973034061838,4.67913624154027,1,Natural
Ahmedabad,2021-01-01,5,774.38,0.0,18.85,57.94,14.42,106.42,121.51,14.95,45.454999842156056,4.792832765104273,7.39808717486644,5.6948558208686615,1,Natural
Ahmedabad,2021-01-02,5,767.71,0.0,20.05,70.81,16.21,115.08,125.53,13.93,82.68020020809816,3.0983001114948063,7.472269863608664,2.653225578789694,1,Natural
Ahmedabad,2021-01-03,5,667.57,0.0,16.79,85.12,15.74,94.08,106.82,12.03,60.5243917003754,2.514990845244925,0.7317985666583808,9.99731839582228,1,Natural
Ahmedabad,2021-01-04,5,1081.47,0.0,22.62,55.08,13.71,192.22,209.49,14.57,69.51694206216892,2.728270134522332,7.1683443763341135,9.61707674258594,1,Natural
Ahmedabad,2021-01-05,5,907.9,0.0,15.59,89.41,14.9,175.22,188.13,11.27,86.18118244877863,1.017128554222865,1.5097583576190166,4.063115561981854,1,Natural
Ahmedabad,2021-01-06,5,921.25,0.0,21.08,69.38,14.9,137.8,149.89,12.54,77.63243547743802,2.174525095712389,7.194503793687956,3.790126408182776,1,Natural
Ahmedabad,2021-01-07,5,1094.82,0.64,39.76,18.42,14.78,79.58,97.67,17.23,53.30709368695005,0.3304103799439877,1.5733300960572938,4.779690572636858,1,Natural
Ahmedabad,2021-01-08,5,1388.55,1.43,45.24,6.53,15.74,106.43,130.2,9.37,75.1944834671859,3.591038310590597,7.861367816357055,7.047370733291671,1,Natural
Ahmedabad,2021-01-09,5,781.06,0.0,20.22,77.25,16.21,78.96,86.3,11.78,41.28816063553094,2.6334503283234487,3.4127625588171893,0.577170676308477,1,Natural
Ahmedabad,2021-01-10,5,934.6,0.29,22.28,13.05,9.42,96.97,113.29,7.54,72.17683308435645,3.7531025197352395,0.5924610885936972,4.822488322777833,1,Natural
Ahmedabad,2021-01-11,5,1041.41,0.06,30.5,20.92,12.4,104.0,116.47,13.17,79.97573256655971,3.5439111879486007,0.21154480437781545,8.045840637482968,1,Natural
Ahmedabad,2021-01-12,5,1575.47,10.17,42.5,0.24,16.93,146.97,176.57,19.76,35.84449769989106,4.744308049451611,0.6044667228776723,5.957382151339074,1,Natural
Ahmedabad,2021-01-13,5,847.82,0.0,20.39,45.78,11.8,81.59,94.46,10.89,65.00550608941663,4.996810358377017,6.1589093864133,6.226840373580492,1,Natural
Ahmedabad,2021-01-14,4,720.98,0.0,22.62,41.84,13.95,43.46,56.14,15.07,77.5050811630638,3.7680757946437544,3.9401301663463544,1.339480901477278,1,Natural
Ahmedabad,2021-01-15,5,787.74,0.02,25.02,33.26,14.07,52.78,67.53,17.48,39.67048574128161,4.058371203077351,2.303256298319975,6.179158758248462,1,Natural
Ahmedabad,2021-01-16,5,4806.52,101.03,50.04,0.0,43.87,358.79,417.06,37.49,53.37776221710857,3.9204993998730693,2.3283897511442264,3.0101564467178243,1,Natural
Ahmedabad,2021-01-17,5,3284.45,43.36,71.29,0.0,81.06,270.12,309.3,87.14,74.88967606850849,0.23142353837298846,2.1065661811338434,8.399675338197609,1,Natural
Ahmedabad,2021-01-18,5,2349.85,31.29,42.16,0.0,28.85,235.98,266.38,28.63,33.12000321106525,1.8498445851266427,7.335026622019486,6.941159123877712,1,Burning
Ahmedabad,2021-01-19,5,2243.04,33.08,49.35,0.0,30.52,163.96,194.51,28.63,88.73372800133907,2.5267971041515107,2.033028200392301,8.43405278089229,1,Natural
Ahmedabad,2021-01-20,5,1295.09,1.06,46.61,12.7,19.79,137.93,154.6,20.77,88.99863644465941,2.7673192409443343,3.250748700398995,6.301828111483026,1,Natural
Ahmedabad,2021-01-21,5,5607.61,98.35,67.17,0.0,39.58,501.41,559.03,44.58,33.64665367644604,3.0717707919490436,6.450890317268599,1.5836559959285712,1,Agricultural
Ahmedabad,2021-01-22,5,2403.26,23.92,52.09,0.03,27.9,244.17,284.97,35.97,88.74953205573576,0.5977552707280439,5.970982879534656,8.344942741667868,1,Natural
Ahmedabad,2021-01-23,5,6942.75,157.36,66.49,0.0,64.85,622.81,676.86,40.03,77.03862536141085,4.234040632123205,0.3770939577500215,5.026133053492519,1,Industrial
Ahmedabad,2021-01-24,5,747.68,0.0,28.79,40.77,16.93,88.43,180.04,14.95,50.65553297536317,2.0562817685386996,1.1120808909844406,7.568660293819701,1,Natural
Ahmedabad,2021-01-25,5,1441.96,2.85,38.04,5.1,14.31,208.68,294.44,22.8,63.29964431789416,1.2721813629782097,7.9380499534872415,0.9625883786900389,1,Natural
Ahmedabad,2021-01-26,5,947.95,0.0,26.05,40.77,16.45,94.93,116.25,18.75,74.09333316478835,4.508195744806664,6.7275566954710415,2.2614657903298787,1,Natural
Ahmedabad,2021-01-27,4,587.46,0.0,15.25,80.11,14.19,43.32,52.99,13.05,55.6597251696075,2.8953946932551617,4.194033701132017,7.688779118133587,1,Natural
Ahmedabad,2021-01-28,5,560.76,0.0,14.4,69.38,16.93,63.5,69.82,12.29,59.97630438975123,4.967458368091258,7.839022071156931,7.9179927956675416,1,Natural
Ahmedabad,2021-01-29,5,947.95,0.26,32.56,16.99,16.69,73.87,95.71,20.27,34.70173571701128,1.7300842394125777,4.033244621349942,6.613784690139385,1,Natural
Ahmedabad,2021-01-30,5,654.22,0.0,16.97,75.1,15.5,68.13,79.23,12.92,48.18340087456419,3.4095756256008314,2.0228488428884788,1.2748338143208968,1,Natural
Ahmedabad,2021-01-31,5,727.65,0.0,18.17,56.51,13.47,72.04,82.69,14.31,71.74780858938448,4.630675010878333,0.200021722319629,8.277987354305154,1,Natural
Ahmedabad,2021-02-01,5,627.52,0.0,17.65,44.35,11.09,50.74,60.58,14.44,58.671319329277765,4.130381098406719,2.9388596327773744,3.132210378174929,1,Natural
Ahmedabad,2021-02-02,5,988.01,0.01,27.76,34.33,15.74,80.34,98.41,19.76,54.399258390224674,3.6306693085452846,6.089191659196426,1.0321053801612836,1,Natural
Ahmedabad,2021-02-03,5,4058.84,75.1,83.63,0.0,71.53,307.74,398.93,73.97,87.2662627760708,4.111550121249932,7.978329579026821,5.184951808522916,1,Natural
Ahmedabad,2021-02-04,5,1922.61,15.87,67.17,0.21,44.82,130.47,165.91,32.42,48.81934043569408,4.72315764854067,2.2134372114363816,9.615722512610418,1,Natural
Ahmedabad,2021-02-05,5,700.95,0.0,26.05,72.96,23.84,73.43,99.2,14.31,69.82125763833011,0.33340312162195085,4.768003376061359,5.983811102478043,1,Natural
Ahmedabad,2021-02-06,5,988.01,0.0,28.45,47.92,19.31,103.86,132.49,19.0,31.464447008394487,4.618610590417438,4.985084887968688,1.4344657985682268,1,Agricultural
Ahmedabad,2021-02-07,5,547.41,0.0,10.88,101.57,12.52,54.39,64.46,10.51,80.07110057495315,2.4958522165601034,7.850470950603824,9.347196324360874,1,Natural
Ahmedabad,2021-02-08,5,660.9,0.0,17.14,72.24,14.9,54.15,65.48,15.2,62.06544807161264,3.9204506475792873,5.53431033836186,7.380334325197062,1,Natural
Ahmedabad,2021-02-09,5,1268.39,0.47,38.39,13.59,23.13,102.51,125.59,22.55,32.20541756437537,2.671104391263365,4.207685640577316,2.1705757597666238,1,Natural
Ahmedabad,2021-02-10,5,2990.72,49.62,42.84,0.0,39.1,220.16,270.9,39.01,42.990021182376914,0.5310265480976171,1.9954296100604443,9.18450361379553,1,Natural
Ahmedabad,2021-02-11,5,3685.0,68.84,62.38,0.0,77.25,246.55,305.64,58.77,33.089521223909976,2.421013980286994,3.376177629736829,7.74647350713427,1,Burning
Ahmedabad,2021-02-12,5,1468.66,0.55,43.53,12.88,24.56,137.96,164.71,21.03,35.53113204865116,1.7985914334658992,7.082672872075919,7.972827084205157,1,Natural
Ahmedabad,2021-02-13,5,2002.72,21.68,45.93,0.02,28.61,183.93,221.95,29.39,72.2726953808963,4.511557185150476,5.333442463381835,4.344681929955262,1,Natural
Ahmedabad,2021-02-14,5,3257.75,48.73,61.01,0.0,60.08,250.17,298.21,48.13,83.94611514565656,4.004572234369276,4.388136979721484,5.671122376069715,1,Natural
Ahmedabad,2021-02-15,5,1735.69,8.83,60.32,1.61,36.72,120.04,150.86,34.45,56.77089224698862,2.6292343962368787,5.924207049896346,9.557170890024407,1,Natural
Ahmedabad,2021-02-16,5,1268.39,7.38,43.18,0.78,24.8,83.25,106.08,22.29,47.05579011160022,3.356289287791516,3.475536650133194,6.800463491747926,1,Natural
Ahmedabad,2021-02-17,5,2082.82,34.87,52.09,0.0,37.19,131.73,167.22,32.93,63.55481402525051,4.604070539605618,3.106101912344871,1.4884339532391633,1,Natural
Ahmedabad,2021-02-18,5,2803.8,39.79,52.78,0.0,50.55,210.15,263.38,46.61,77.80846262371084,4.155263839357529,5.281799617537905,0.873045883957869,1,Natural
Ahmedabad,2021-02-19,5,1108.17,0.01,32.9,34.33,20.5,88.39,107.45,19.0,79.32956470504405,4.084306499928912,1.7913304964608276,2.2135868884750654,1,Natural
Ahmedabad,2021-02-20,5,841.14,0.0,23.65,50.78,19.07,83.82,99.8,16.09,86.37045031534254,2.5882054509097108,6.674779430022906,6.4000019521761775,1,Natural
Ahmedabad,2021-02-21,5,1401.9,0.62,39.41,10.46,26.46,118.52,142.03,24.57,71.6592129901504,4.698557080129268,5.500030059125321,9.685332704448964,1,Natural
Ahmedabad,2021-02-22,5,1054.76,0.05,29.47,24.32,21.94,101.01,117.72,18.49,67.7259468397763,4.489194720110318,4.16193720123602,6.925758875320738,1,Natural
Ahmedabad,2021-02-23,5,3685.0,61.69,64.43,0.0,89.65,276.32,331.34,76.0,50.323606469573555,2.7669719621648783,7.649107497969573,1.2159984278560494,1,Natural
Ahmedabad,2021-02-24,5,2082.82,19.22,58.26,0.03,45.78,149.35,177.03,30.4,42.383670582966445,1.8059656604293406,3.1168048294996993,0.6279442093702117,1,Natural
Ahmedabad,2021-02-25,5,1895.9,13.75,62.38,2.55,43.39,116.1,139.68,39.52,75.00784302861267,0.37649616985763423,2.670898168952409,7.125629183029786,1,Natural
Ahmedabad,2021-02-26,5,1869.2,24.36,40.1,0.03,35.29,97.24,123.38,23.05,68.29804833222892,4.757954301916642,1.8904346030947545,0.9645200897331414,1,Natural
Ahmedabad,2021-02-27,5,540.73,0.0,17.82,65.8,13.95,59.19,92.73,7.66,39.97160345566371,1.1730166373575877,2.875150499250281,3.070348951826456,1,Natural
Ahmedabad,2021-02-28,4,527.38,0.0,14.74,46.49,11.21,33.71,48.0,9.63,82.97711771734373,4.243314723754404,2.4072079456396063,4.792510686503275,1,Natural
Ahmedabad,2021-03-01,5,1081.47,0.71,41.81,8.32,23.84,75.66,139.51,19.76,51.91752309639525,4.508513656390797,4.7141275679976635,7.794742196634014,2,Natural
Ahmedabad,2021-03-02,4,587.46,0.0,20.05,56.51,16.45,31.76,48.85,12.79,81.80382420472694,1.6953368924633665,6.8345645755079705,2.140939358384412,2,Natural
Ahmedabad,2021-03-03,4,640.87,0.0,25.36,65.09,17.88,28.49,40.61,13.55,77.82906978723878,2.0032719433543424,1.4621685435402219,3.7320778478095717,2,Natural
Ahmedabad,2021-03-04,4,841.14,0.0,32.22,41.13,23.6,44.32,60.06,16.72,84.16740749369987,0.46537917736314216,6.535546604201318,3.018882533868234,2,Natural
Ahmedabad,2021-03-05,5,1789.09,21.01,56.21,0.02,39.58,115.94,210.72,30.65,41.496789121002195,0.36889798532727924,4.958959467793012,3.3401041339000885,2,Natural
Ahmedabad,2021-03-06,5,2029.42,19.89,54.15,0.0,38.15,120.93,221.08,25.59,68.79467553815266,4.535787904323517,5.4157797721562435,7.559449728425264,2,Natural
Ahmedabad,2021-03-07,5,1001.36,2.1,37.36,10.01,19.79,70.56,136.7,16.97,74.93231863108956,1.7465291404220513,4.81168363488938,9.310586507470207,2,Natural
Ahmedabad,2021-03-08,5,647.54,0.01,20.74,30.4,12.99,55.85,104.59,12.79,89.56144832640224,1.9720924040898609,1.5610231786227018,9.774447709967694,2,Natural
Ahmedabad,2021-03-09,5,1268.39,7.1,36.67,3.58,26.7,79.86,124.0,17.48,45.08902989096085,3.0468685606015273,1.9410120697706559,6.476757602383378,2,Natural
Ahmedabad,2021-03-10,4,754.36,0.02,32.22,30.4,20.03,45.22,90.79,12.54,60.39509859005205,3.551396580658836,0.3056634323663461,8.165401563460106,2,Natural
Ahmedabad,2021-03-11,5,1789.09,20.34,53.47,0.01,42.44,91.26,135.72,31.41,43.99324678524941,1.175256490886954,4.510998295790551,1.68723475943893,2,Natural
Ahmedabad,2021-03-12,4,500.68,0.0,15.08,60.08,14.07,43.47,69.07,9.63,35.72945072372575,4.569959830410389,3.684859738707678,5.392375563845939,2,Natural
Ahmedabad,2021-03-13,5,727.65,0.0,32.22,37.91,21.7,79.27,186.15,13.81,33.27740280924187,0.7341017107926904,1.721909063520027,8.637639921920307,2,Natural
Ahmedabad,2021-03-14,5,3204.35,47.83,97.33,0.0,100.14,199.62,291.91,103.35,35.74476671957599,2.7395481777742132,1.54110674993002,5.698948548163052,2,Burning
Ahmedabad,2021-03-15,4,594.14,0.0,22.96,55.79,14.78,48.7,72.98,12.16,73.1854175612298,1.420657254130397,1.5158362591649228,3.274090821443582,2,Natural
Ahmedabad,2021-03-16,5,921.25,0.05,37.7,25.75,24.56,83.77,142.59,16.97,61.1709246008556,3.4208609520028377,5.572143846849811,9.235026425516928,2,Natural
Ahmedabad,2021-03-17,5,654.22,0.0,24.33,43.27,18.84,70.44,132.68,14.06,84.8062221467597,3.4014040972733537,2.428331261034847,8.159725941693015,2,Natural
Ahmedabad,2021-03-18,5,520.71,0.0,19.19,52.93,15.5,50.2,93.32,11.02,40.345378029355345,4.196034688491478,6.635230542500576,3.770934014551489,2,Natural
Ahmedabad,2021-03-19,5,1295.09,6.04,45.24,0.66,31.95,79.22,126.95,20.77,36.88516676985078,3.3853650522542575,1.899220486990166,4.258822071125521,2,Natural
Ahmedabad,2021-03-20,5,1682.28,18.33,43.87,0.04,35.29,114.48,217.52,24.07,84.02823684158784,0.8210039829847648,2.086324783172825,0.5279627401861988,2,Natural
Ahmedabad,2021-03-21,5,2536.77,35.76,52.09,0.0,59.61,180.69,265.41,47.12,53.84585316689625,4.542478918677818,4.519458013863226,1.365989571221157,2,Natural
Ahmedabad,2021-03-22,5,801.09,0.0,28.79,39.34,18.12,69.17,109.39,14.31,80.39519782124597,3.9850813212410485,4.650118377352028,4.594221857148226,2,Natural
Ahmedabad,2021-03-23,5,1869.2,23.47,38.39,0.01,42.44,124.21,178.2,23.56,33.93661751849805,0.19094643490833432,1.9185534169832439,8.135452794690723,2,Natural
Ahmedabad,2021-03-24,5,2243.04,36.66,39.76,0.0,53.41,140.04,204.78,29.13,43.48893487748967,0.5404871312522204,4.4366494823920135,4.078958058541495,2,Natural
Ahmedabad,2021-03-25,4,417.23,0.0,16.45,73.67,15.97,26.99,56.35,9.63,39.46079127446667,1.5539284387010603,0.5957494165524342,9.538694057036354,2,Natural
Ahmedabad,2021-03-26,4,867.84,0.33,35.64,23.25,23.6,46.69,88.18,18.75,78.73569732210014,4.617572960002209,1.030506128933559,4.996512382500524,2,Natural
Ahmedabad,2021-03-27,5,1602.17,2.49,71.29,3.62,37.67,84.08,129.21,22.04,38.847351453551845,4.170597896744817,5.262254872477128,5.900409234806181,2,Natural
Ahmedabad,2021-03-28,5,1228.33,0.12,43.18,15.38,32.42,82.43,128.21,21.28,72.63807422402101,3.850718141234023,1.1779116374424123,1.900956410112014,2,Natural
Ahmedabad,2021-03-29,4,447.27,0.0,11.31,86.55,12.64,49.67,94.91,7.85,56.41467119978607,2.783448633060441,6.8621129159958345,9.99696254792886,2,Natural
Ahmedabad,2021-03-30,5,453.95,0.0,13.02,77.96,13.11,51.54,84.63,8.04,87.89566079993433,0.3951349248523638,4.076472600720872,0.3845292774954482,2,Natural
Ahmedabad,2021-03-31,4,494.0,0.0,17.14,38.62,12.28,46.16,94.68,10.13,40.241672743906136,3.3600170869466983,7.3679414508303065,7.7761419314370235,2,Natural
Ahmedabad,2021-04-01,5,988.01,0.23,33.24,15.38,17.41,98.45,231.17,14.82,44.14712674170771,3.1664053620747397,0.4319648021129726,3.2752245822179615,2,Natural
Ahmedabad,2021-04-02,5,1094.82,0.02,37.01,25.75,27.42,58.37,93.45,18.24,60.758002934189264,1.9238159611534753,2.7110382067870225,2.8967299919358274,2,Natural
Ahmedabad,2021-04-03,5,660.9,0.01,24.33,35.76,14.42,74.87,128.05,12.16,36.03977898860289,2.646667477365537,3.930866636918902,3.672444159924995,2,Natural
Ahmedabad,2021-04-04,5,407.22,0.0,11.31,50.07,9.18,54.69,92.85,8.23,66.82098394103056,3.525802227450993,4.3858280140879415,3.8958059707112107,2,Natural
Ahmedabad,2021-04-05,5,407.22,0.0,11.65,55.08,10.01,51.19,88.68,7.16,84.33190846007095,3.0685793497427944,5.728156550137004,4.637694930034517,2,Natural
Ahmedabad,2021-04-06,5,520.71,0.0,15.08,58.65,13.95,50.43,84.96,9.5,75.7745155443873,4.50272923526721,5.466949140609765,9.727738294878833,2,Natural
Ahmedabad,2021-04-07,5,407.22,0.0,10.2,67.23,10.97,59.96,124.65,5.57,57.05943701446153,4.061020235577043,6.638780181730762,8.89051813048921,2,Natural
Ahmedabad,2021-04-08,5,961.3,0.03,33.59,23.6,25.27,73.38,145.26,15.96,49.329560176977324,2.3934247605591485,4.57254363034367,2.0659475631866733,2,Natural
Ahmedabad,2021-04-09,5,1201.63,1.17,41.81,7.42,28.37,69.59,115.67,20.27,83.8768405877841,3.005658128449532,2.2422635459474134,2.1906667982542447,2,Natural
Ahmedabad,2021-04-10,4,821.11,0.0,28.79,45.78,23.6,45.29,74.04,15.71,62.10625276305954,3.427418974778601,6.621958385276707,3.2755804253733882,2,Natural
Ahmedabad,2021-04-11,5,1348.5,3.58,40.44,2.06,32.42,76.82,108.67,22.04,41.73882041103979,3.2959724302503375,1.4763621040732324,8.794223399722474,2,Natural
Ahmedabad,2021-04-12,4,527.38,0.0,14.91,54.36,12.76,32.09,53.13,11.15,89.09825250740322,0.7809303522148938,1.3788615952068204,9.835129864689074,2,Natural
Ahmedabad,2021-04-13,4,540.73,0.0,15.25,79.39,14.42,36.26,60.32,8.87,33.33076096188522,4.76392157843507,0.21850228037065456,3.006358809532595,2,Natural
Ahmedabad,2021-04-14,4,627.52,0.0,22.62,49.35,18.6,28.21,42.82,13.55,59.933203824365705,0.5252918238885024,7.561034165374486,8.716609311388975,2,Natural
Ahmedabad,2021-04-15,5,1134.87,0.07,35.99,19.67,31.47,65.28,84.02,18.24,33.93959090635322,4.181388338207958,6.227170859185358,2.9895602099837912,2,Natural
Ahmedabad,2021-04-16,4,447.27,0.0,13.02,70.1,14.07,35.44,58.45,6.78,77.15811334743987,0.7135490044633392,0.4616311727428815,9.34118588872891,2,Natural
Ahmedabad,2021-04-17,4,377.18,0.0,8.14,61.51,9.3,37.64,80.04,4.31,55.75230488367286,4.369910655013307,0.310817253925488,9.471694019394008,2,Natural
Ahmedabad,2021-04-18,5,1148.22,5.03,35.99,1.59,26.7,69.27,121.21,18.24,70.53327459934988,4.0852057029373645,7.730048528725804,1.190415412999274,2,Natural
Ahmedabad,2021-04-19,4,514.03,0.0,15.77,52.21,13.23,41.94,80.05,10.77,68.04639918126162,1.7673953501777033,4.66225284727092,6.669758474517209,2,Natural
Ahmedabad,2021-04-20,4,594.14,0.0,20.39,40.05,15.97,47.88,94.11,10.51,66.5633505908948,1.5135723605328237,4.851726086071167,4.9630267160190185,2,Natural
Ahmedabad,2021-04-21,5,1041.41,2.18,35.64,5.19,24.8,63.84,113.11,18.24,43.07169011758846,3.5928126873255497,3.146584327618086,8.80642900595668,2,Natural
Ahmedabad,2021-04-22,5,2109.53,28.61,40.1,0.01,50.55,119.25,209.22,27.61,87.88125011252998,0.7036843728923536,6.408524136198983,3.509811978734995,2,Natural
Ahmedabad,2021-04-23,5,527.38,0.0,17.48,58.65,14.78,53.41,153.04,8.99,30.50123644123174,1.0681190148791992,7.613516462862988,2.60004306369021,2,Natural
Ahmedabad,2021-04-24,4,393.87,0.0,11.65,66.52,11.56,39.55,97.89,6.84,83.63360112571141,3.137501604895061,7.746053860477915,8.3757369152333,2,Natural
Ahmedabad,2021-04-25,5,2536.77,41.13,45.24,0.0,50.55,160.07,343.14,32.93,62.28545418939129,4.606029501556089,1.1935204863886513,5.117954084373472,2,Natural
Ahmedabad,2021-04-26,5,1628.88,0.98,54.84,16.27,40.05,108.97,182.82,18.75,36.63712374450975,0.8719988276971867,4.721102386240616,2.351648446807751,2,Natural
Ahmedabad,2021-04-27,5,520.71,0.0,14.05,67.23,14.54,55.23,104.72,9.25,41.888596809528636,0.885841665597326,3.3061217645638927,5.325909900870684,2,Natural
Ahmedabad,2021-04-28,5,674.25,0.0,20.56,39.34,17.88,55.56,95.79,12.54,47.300181857908754,0.9845686087406014,0.6632718584009589,2.9229640481050847,2,Natural
Ahmedabad,2021-04-29,5,500.68,0.0,12.51,74.39,13.47,52.71,78.38,7.66,46.45027301246628,2.187531579349198,0.3071492132286761,9.245369087755781,2,Natural
Ahmedabad,2021-04-30,5,627.52,0.0,17.65,60.8,18.6,53.29,77.27,10.51,55.121560550299904,1.5199628593406176,4.394691847997984,5.81277935886854,2,Natural
Ahmedabad,2021-05-01,4,494.0,0.0,14.57,67.95,14.42,47.97,68.5,8.11,40.78737520202824,2.0268482782527872,2.3435695317747522,2.7513341236069953,2,Natural
Ahmedabad,2021-05-02,5,594.14,0.0,17.65,68.67,26.23,52.19,71.19,9.63,61.894942524935075,0.8332028687331001,7.226422952722511,9.497351220552675,2,Natural
Ahmedabad,2021-05-03,5,907.9,0.0,31.53,48.64,23.13,66.89,98.83,15.07,65.32167862240337,1.8623401861247213,1.2231080819379547,1.4087366913432058,2,Natural
Ahmedabad,2021-05-04,4,337.12,0.0,7.97,62.94,9.3,26.23,40.75,4.37,47.67282849706018,4.785784423711771,7.160615280193847,8.516176349508296,2,Natural
